id,material,quantity,source,carbon_savings,project_location,used_in_project,date_added
3015,Bamboo Fiber,995,PlasticCycle,3369.26,Boston,Yes,2023-05-21
3016,Rammed Earth,846,NatureBricks,2986.18,Chicago,No,2023-12-20
3017,Bamboo Fiber,388,GreenBuild Ltd.,869.66,Boston,Yes,2023-11-23
3018,Recycled Plastic,584,PlasticCycle,2236.56,Boston,Yes,2023-07-02
3019,Bamboo Fiber,750,PlasticCycle,2778.33,Miami,Yes,2023-07-22
3020,Straw Bale,865,PlasticCycle,3932.41,Denver,Yes,2023-09-21
3021,Recycled Plastic,717,Sustainable Works,3007.73,Chicago,Yes,2023-05-01
3022,Bamboo Fiber,384,GreenBuild Ltd.,883.18,Houston,Yes,2023-05-14
3023,Rammed Earth,990,EarthInnovations,4084.38,New York,Yes,2023-01-13
3024,Geopolymer,683,GreenBuild Ltd.,2638.74,New York,No,2023-06-13
3025,Geopolymer,431,NatureBricks,1398.05,Houston,Yes,2023-09-01
3026,Straw Bale,285,EarthInnovations,896.4,Miami,Yes,2023-01-18
3027,Recycled Plastic,613,EarthInnovations,2718.45,Los Angeles,No,2023-05-23
3028,Bamboo Fiber,237,GreenBuild Ltd.,830.05,Los Angeles,No,2023-11-16
3029,Bamboo Fiber,420,PlasticCycle,1831.57,Boston,Yes,2023-09-02
3030,Recycled Plastic,212,EarthInnovations,1033.79,Houston,No,2023-10-21
3031,Recycled Plastic,820,EcoCement Co.,3035.82,New York,No,2023-02-01
3032,Recycled Plastic,277,NatureBricks,1234.64,Miami,No,2023-10-22
3033,Recycled Plastic,122,Sustainable Works,600.62,Boston,No,2023-08-26
3034,Straw Bale,550,EarthInnovations,1779.85,Boston,Yes,2023-11-03
3035,Rammed Earth,783,PlasticCycle,1617.54,Los Angeles,No,2023-11-30
3036,Recycled Plastic,118,PlasticCycle,466.95,San Francisco,Yes,2023-09-10
3037,Bamboo Fiber,936,EcoCement Co.,1989.93,Los Angeles,No,2023-03-13
3038,Bamboo Fiber,759,PlasticCycle,3698.24,Austin,Yes,2023-09-06
3039,Bamboo Fiber,231,Sustainable Works,719.96,Boston,No,2023-02-22
3040,Bamboo Fiber,787,EcoCement Co.,3105.55,Houston,Yes,2023-08-20
3041,Geopolymer,228,Sustainable Works,788.9,Seattle,No,2023-08-03
3042,Recycled Plastic,912,EcoCement Co.,4366.15,Los Angeles,No,2023-01-08
3043,Hempcrete,158,GreenBuild Ltd.,321.78,Miami,No,2023-11-21
3044,Geopolymer,778,EarthInnovations,1942.35,Denver,Yes,2023-07-06
3045,Geopolymer,970,NatureBricks,3191.24,Chicago,Yes,2023-09-17
3046,Straw Bale,699,Sustainable Works,2477.87,Boston,Yes,2023-02-17
3047,Rammed Earth,314,Sustainable Works,1355.4,Los Angeles,Yes,2023-01-07
3048,Bamboo Fiber,680,Sustainable Works,2671.27,San Francisco,Yes,2023-03-03
3049,Bamboo Fiber,641,EcoCement Co.,2687.49,Miami,No,2023-09-21
3050,Straw Bale,620,EcoCement Co.,2913.18,Boston,Yes,2023-08-17
3051,Bamboo Fiber,704,EarthInnovations,3089.47,New York,Yes,2023-03-12
3052,Bamboo Fiber,168,EarthInnovations,464.51,New York,Yes,2023-01-08
3053,Bamboo Fiber,211,NatureBricks,570.76,New York,No,2023-08-13
3054,Recycled Plastic,393,NatureBricks,1688.21,Chicago,Yes,2023-05-16
3055,Bamboo Fiber,973,EarthInnovations,4454.66,Chicago,Yes,2023-03-05
3056,Hempcrete,863,PlasticCycle,1755.6,New York,No,2023-01-14
3057,Hempcrete,535,Sustainable Works,1632.4,Denver,Yes,2023-06-11
3058,Rammed Earth,281,EcoCement Co.,984.22,Houston,Yes,2023-12-16
3059,Rammed Earth,866,Sustainable Works,3548.57,Miami,Yes,2023-07-13
3060,Bamboo Fiber,282,EarthInnovations,959.6,Los Angeles,No,2023-11-08
3061,Rammed Earth,175,EcoCement Co.,391.84,Houston,Yes,2023-12-09
3062,Bamboo Fiber,195,PlasticCycle,785.14,Houston,No,2023-06-06
3063,Geopolymer,262,EcoCement Co.,1268.52,San Francisco,Yes,2023-02-17
3064,Geopolymer,444,EcoCement Co.,1846.98,Chicago,No,2023-04-14
3065,Hempcrete,879,EcoCement Co.,2795.28,Denver,Yes,2023-07-19
3066,Geopolymer,169,GreenBuild Ltd.,551.97,Austin,Yes,2023-10-11
3067,Straw Bale,382,Sustainable Works,1427.76,New York,No,2023-09-29
3068,Straw Bale,689,EarthInnovations,1779.84,New York,Yes,2023-06-06
3069,Bamboo Fiber,193,EarthInnovations,837.43,Austin,Yes,2023-05-27
3070,Bamboo Fiber,408,EarthInnovations,1348.48,Austin,Yes,2023-11-21
3071,Hempcrete,695,Sustainable Works,2517.45,Boston,No,2023-01-17
3072,Rammed Earth,240,EcoCement Co.,814.6,Los Angeles,No,2023-04-25
3073,Geopolymer,627,Sustainable Works,2613.44,Miami,No,2023-08-30
3074,Straw Bale,618,PlasticCycle,1707.9,Boston,Yes,2023-02-19
3075,Recycled Plastic,764,Sustainable Works,2155.53,Boston,No,2023-11-07
3076,Bamboo Fiber,982,NatureBricks,2475.16,New York,Yes,2023-09-27
3077,Straw Bale,144,Sustainable Works,485.55,Seattle,Yes,2023-12-05
3078,Geopolymer,233,PlasticCycle,973.46,Chicago,Yes,2023-11-03
3079,Hempcrete,329,GreenBuild Ltd.,700.31,New York,Yes,2023-10-08
3080,Bamboo Fiber,724,EarthInnovations,3061.8,Los Angeles,Yes,2023-06-17
3081,Hempcrete,940,PlasticCycle,2667.64,Chicago,Yes,2023-11-26
3082,Straw Bale,891,GreenBuild Ltd.,2263.58,Denver,No,2023-05-27
3083,Bamboo Fiber,294,EcoCement Co.,1371.24,San Francisco,Yes,2023-10-14
3084,Bamboo Fiber,833,GreenBuild Ltd.,2286.22,Los Angeles,No,2023-11-10
3085,Hempcrete,449,NatureBricks,1080.87,Denver,No,2023-04-06
3086,Hempcrete,681,NatureBricks,3176.77,Los Angeles,Yes,2023-09-19
3087,Hempcrete,798,NatureBricks,3020.18,Miami,Yes,2023-03-14
3088,Rammed Earth,531,NatureBricks,1900.33,New York,Yes,2023-09-11
3089,Bamboo Fiber,973,GreenBuild Ltd.,1975.36,San Francisco,No,2023-07-01
3090,Bamboo Fiber,732,EcoCement Co.,2725.68,Boston,No,2023-12-01
3091,Bamboo Fiber,140,GreenBuild Ltd.,519.76,Seattle,No,2023-02-07
3092,Rammed Earth,288,EarthInnovations,1260.69,Boston,No,2023-09-08
3093,Recycled Plastic,951,NatureBricks,4748.28,Houston,No,2023-03-18
3094,Bamboo Fiber,713,PlasticCycle,3342.26,San Francisco,Yes,2023-02-17
3095,Recycled Plastic,211,PlasticCycle,700.81,Chicago,Yes,2023-07-16
3096,Rammed Earth,199,PlasticCycle,427.28,Los Angeles,Yes,2023-12-20
3097,Bamboo Fiber,664,NatureBricks,2304.63,San Francisco,No,2023-09-22
3098,Rammed Earth,631,Sustainable Works,2824.75,Miami,Yes,2023-09-16
3099,Rammed Earth,175,EarthInnovations,831.25,New York,No,2023-02-12
3100,Geopolymer,743,EarthInnovations,3040.56,Miami,No,2023-12-27
3101,Recycled Plastic,848,GreenBuild Ltd.,2898.95,San Francisco,No,2023-02-15
3102,Hempcrete,406,NatureBricks,1570.11,Miami,No,2023-06-20
3103,Straw Bale,918,GreenBuild Ltd.,4356.62,Denver,No,2023-08-18
3104,Straw Bale,980,Sustainable Works,2361.06,Houston,No,2023-06-22
3105,Straw Bale,806,GreenBuild Ltd.,3547.51,Austin,No,2023-03-26
3106,Recycled Plastic,163,PlasticCycle,795.19,Los Angeles,No,2023-11-24
3107,Geopolymer,374,PlasticCycle,1741.94,Seattle,No,2023-05-17
3108,Recycled Plastic,286,PlasticCycle,1255.56,Miami,No,2023-03-14
3109,Hempcrete,857,PlasticCycle,3783.77,New York,No,2023-04-02
3110,Rammed Earth,682,EarthInnovations,1711.76,Seattle,No,2023-04-05
3111,Geopolymer,413,EarthInnovations,1235.59,New York,Yes,2023-04-30
3112,Geopolymer,592,EarthInnovations,2930.1,San Francisco,No,2023-05-27
3113,Recycled Plastic,760,Sustainable Works,1537.79,Denver,Yes,2023-11-05
3114,Rammed Earth,714,EarthInnovations,1858.07,Miami,Yes,2023-05-31
3115,Geopolymer,718,EarthInnovations,2243.87,Austin,No,2023-02-26
3116,Rammed Earth,800,PlasticCycle,1745.7,New York,Yes,2023-08-15
3117,Hempcrete,572,Sustainable Works,2066.51,New York,No,2023-01-05
3118,Rammed Earth,436,GreenBuild Ltd.,1099.33,Miami,No,2023-03-29
3119,Rammed Earth,171,PlasticCycle,377.27,Austin,Yes,2023-07-04
3120,Hempcrete,761,EcoCement Co.,3181.4,San Francisco,No,2023-12-07
3121,Hempcrete,195,EcoCement Co.,714.42,Seattle,Yes,2023-09-15
3122,Hempcrete,391,EarthInnovations,872.38,Los Angeles,Yes,2023-11-04
3123,Recycled Plastic,144,Sustainable Works,709.79,Houston,Yes,2023-07-07
3124,Geopolymer,817,Sustainable Works,4043.92,Chicago,Yes,2023-03-02
3125,Rammed Earth,775,EarthInnovations,2852.3,San Francisco,No,2023-10-26
3126,Hempcrete,765,Sustainable Works,2822.2,Houston,Yes,2023-02-23
3127,Recycled Plastic,500,EarthInnovations,2290.27,Boston,Yes,2023-03-01
3128,Recycled Plastic,860,EcoCement Co.,3864.11,San Francisco,No,2023-03-04
3129,Straw Bale,981,EarthInnovations,4853.51,New York,Yes,2023-06-25
3130,Bamboo Fiber,207,GreenBuild Ltd.,630.4,Boston,Yes,2023-11-05
3131,Straw Bale,276,NatureBricks,702.12,Denver,Yes,2023-06-19
3132,Geopolymer,281,GreenBuild Ltd.,900.84,Boston,No,2023-02-23
3133,Bamboo Fiber,989,EarthInnovations,4653.96,New York,Yes,2023-10-12
3134,Geopolymer,698,EarthInnovations,3052.6,Austin,No,2023-06-22
3135,Rammed Earth,988,PlasticCycle,4679.03,Seattle,Yes,2023-03-19
3136,Hempcrete,297,EcoCement Co.,1454.5,Denver,No,2023-12-09
3137,Recycled Plastic,958,EarthInnovations,4707.85,Houston,No,2023-05-25
3138,Hempcrete,168,EcoCement Co.,434.31,Seattle,No,2023-08-05
3139,Geopolymer,812,Sustainable Works,2140.21,Seattle,Yes,2023-11-07
3140,Geopolymer,231,GreenBuild Ltd.,902.12,New York,Yes,2023-01-11
3141,Hempcrete,213,GreenBuild Ltd.,514.49,Chicago,Yes,2023-07-08
3142,Straw Bale,395,EarthInnovations,1347.67,Miami,No,2023-10-19
3143,Rammed Earth,186,GreenBuild Ltd.,566.76,Denver,Yes,2023-04-07
3144,Geopolymer,158,GreenBuild Ltd.,714.54,San Francisco,Yes,2023-06-13
3145,Hempcrete,612,GreenBuild Ltd.,1634.51,Los Angeles,Yes,2023-01-28
3146,Rammed Earth,719,NatureBricks,2983.98,Seattle,No,2023-04-10
3147,Recycled Plastic,104,PlasticCycle,263.01,Austin,No,2023-03-18
3148,Straw Bale,978,PlasticCycle,3065.49,Miami,Yes,2023-12-10
3149,Rammed Earth,684,Sustainable Works,2401.08,Chicago,No,2023-08-03
3150,Geopolymer,312,NatureBricks,1264.49,Austin,No,2023-04-15
3151,Straw Bale,506,GreenBuild Ltd.,2455.32,San Francisco,No,2023-06-28
3152,Recycled Plastic,606,GreenBuild Ltd.,2732.46,Houston,Yes,2023-03-24
3153,Hempcrete,995,EarthInnovations,2825.43,Seattle,Yes,2023-06-26
3154,Hempcrete,760,NatureBricks,2917.68,Denver,Yes,2023-06-19
3155,Geopolymer,132,EarthInnovations,285.47,Austin,Yes,2023-06-29
3156,Hempcrete,196,EcoCement Co.,464.05,New York,Yes,2023-03-06
3157,Bamboo Fiber,452,PlasticCycle,1990.88,Los Angeles,No,2023-11-19
3158,Rammed Earth,735,NatureBricks,1745.03,Miami,Yes,2023-04-23
3159,Hempcrete,529,EarthInnovations,1737.51,Boston,No,2023-04-20
3160,Recycled Plastic,999,NatureBricks,3510.51,Chicago,No,2023-05-10
3161,Hempcrete,302,GreenBuild Ltd.,1192.24,Seattle,Yes,2023-03-27
3162,Bamboo Fiber,307,PlasticCycle,945.21,Austin,Yes,2023-08-15
3163,Geopolymer,297,EarthInnovations,819.7,Boston,Yes,2023-08-14
3164,Bamboo Fiber,269,GreenBuild Ltd.,1106.58,Miami,No,2023-07-31
3165,Bamboo Fiber,995,PlasticCycle,2580.19,Seattle,No,2023-03-30
3166,Rammed Earth,289,GreenBuild Ltd.,1370.27,Los Angeles,Yes,2023-07-14
3167,Bamboo Fiber,393,EcoCement Co.,1502.1,Houston,No,2023-07-12
3168,Hempcrete,696,Sustainable Works,2950.81,New York,No,2023-01-03
3169,Bamboo Fiber,622,EcoCement Co.,2404.94,Seattle,Yes,2023-11-17
3170,Geopolymer,954,EarthInnovations,2755.69,Chicago,Yes,2023-04-09
3171,Rammed Earth,790,EcoCement Co.,2216.39,Boston,No,2023-05-20
3172,Recycled Plastic,417,PlasticCycle,1064.95,New York,Yes,2023-09-05
3173,Rammed Earth,667,Sustainable Works,2778.89,Chicago,No,2023-07-03
3174,Recycled Plastic,353,EarthInnovations,1283.53,Chicago,No,2023-08-09
3175,Recycled Plastic,173,EcoCement Co.,716.55,New York,Yes,2023-04-11
3176,Geopolymer,768,PlasticCycle,2257.4,Boston,No,2023-08-08
3177,Straw Bale,254,EcoCement Co.,740.94,Boston,No,2023-05-25
3178,Geopolymer,174,EcoCement Co.,755.69,San Francisco,No,2023-05-31
3179,Hempcrete,168,EcoCement Co.,764.57,Houston,No,2023-09-30
3180,Bamboo Fiber,511,Sustainable Works,2069.34,Austin,Yes,2023-10-12
3181,Rammed Earth,748,EcoCement Co.,2580.32,San Francisco,No,2023-02-15
3182,Straw Bale,819,Sustainable Works,2546.43,Miami,Yes,2023-06-21
3183,Hempcrete,658,GreenBuild Ltd.,2939.23,Boston,Yes,2023-08-09
3184,Hempcrete,754,PlasticCycle,2868.39,Miami,Yes,2023-03-23
3185,Straw Bale,604,NatureBricks,2626.54,Chicago,Yes,2023-08-25
3186,Recycled Plastic,566,Sustainable Works,1171.87,Los Angeles,No,2023-04-15
3187,Recycled Plastic,878,GreenBuild Ltd.,3587.29,Seattle,Yes,2023-09-18
3188,Geopolymer,876,GreenBuild Ltd.,2242.59,Austin,Yes,2023-04-04
3189,Hempcrete,118,NatureBricks,375.76,Boston,No,2023-05-13
3190,Straw Bale,540,GreenBuild Ltd.,1991.44,Chicago,No,2023-04-07
3191,Bamboo Fiber,324,GreenBuild Ltd.,1092.74,Austin,Yes,2023-05-28
3192,Geopolymer,162,EarthInnovations,350.41,Denver,No,2023-03-17
3193,Bamboo Fiber,375,GreenBuild Ltd.,1312.52,Boston,Yes,2023-05-15
3194,Straw Bale,424,EarthInnovations,1701.1,Denver,No,2023-12-12
3195,Hempcrete,446,EarthInnovations,935.92,Houston,No,2023-05-13
3196,Geopolymer,761,PlasticCycle,2942.58,San Francisco,Yes,2023-01-29
3197,Straw Bale,186,Sustainable Works,398.92,Houston,Yes,2023-08-17
3198,Hempcrete,376,NatureBricks,1133.62,Chicago,Yes,2023-06-21
3199,Hempcrete,771,EcoCement Co.,2690.31,Seattle,No,2023-07-30
3200,Bamboo Fiber,145,GreenBuild Ltd.,452.81,San Francisco,No,2023-06-02
3201,Geopolymer,834,Sustainable Works,3319.08,Austin,Yes,2023-11-01
3202,Recycled Plastic,228,Sustainable Works,908.97,Denver,Yes,2023-12-14
3203,Hempcrete,613,EcoCement Co.,2872.03,Chicago,No,2023-01-20
3204,Rammed Earth,179,NatureBricks,628.29,Chicago,Yes,2023-06-08
3205,Rammed Earth,456,GreenBuild Ltd.,920.08,Denver,Yes,2023-02-07
3206,Rammed Earth,762,NatureBricks,2408.3,San Francisco,No,2023-03-25
3207,Hempcrete,167,GreenBuild Ltd.,638.47,Seattle,No,2023-11-19
3208,Recycled Plastic,809,PlasticCycle,2771.84,Houston,Yes,2023-06-18
3209,Geopolymer,147,EarthInnovations,681.9,Houston,Yes,2023-09-21
3210,Bamboo Fiber,160,EarthInnovations,448.88,San Francisco,No,2023-08-10
3211,Hempcrete,136,EarthInnovations,318.02,Austin,Yes,2023-03-25
3212,Geopolymer,948,NatureBricks,2390.04,Los Angeles,No,2023-05-16
3213,Hempcrete,494,NatureBricks,1665.3,Miami,Yes,2023-01-11
3214,Rammed Earth,508,PlasticCycle,2428.45,Austin,Yes,2023-02-05
3215,Rammed Earth,457,PlasticCycle,1579.11,New York,No,2023-12-26
3216,Rammed Earth,871,Sustainable Works,2272.19,Boston,Yes,2023-02-16
3217,Rammed Earth,134,GreenBuild Ltd.,510.19,Austin,Yes,2023-01-21
3218,Bamboo Fiber,338,EcoCement Co.,1153.64,Denver,Yes,2023-11-22
3219,Geopolymer,231,NatureBricks,1010.78,Denver,Yes,2023-10-05
3220,Recycled Plastic,180,PlasticCycle,529.08,Los Angeles,Yes,2023-05-21
3221,Straw Bale,906,PlasticCycle,3448.04,Austin,No,2023-05-09
3222,Straw Bale,678,Sustainable Works,2890.65,Seattle,No,2023-04-20
3223,Geopolymer,167,PlasticCycle,600.53,Chicago,No,2023-12-01
3224,Hempcrete,810,EarthInnovations,2055.85,Denver,No,2023-06-19
3225,Bamboo Fiber,484,NatureBricks,1518.11,Denver,Yes,2023-10-18
3226,Geopolymer,581,NatureBricks,1340.92,Austin,Yes,2023-10-02
3227,Hempcrete,119,GreenBuild Ltd.,258.68,New York,Yes,2023-05-27
3228,Recycled Plastic,880,PlasticCycle,2214.7,Chicago,No,2023-06-17
3229,Recycled Plastic,428,PlasticCycle,1393.86,Austin,No,2023-06-21
3230,Straw Bale,593,EcoCement Co.,1660.77,Seattle,Yes,2023-04-06
3231,Bamboo Fiber,602,PlasticCycle,1758.19,Boston,Yes,2023-11-14
3232,Rammed Earth,897,GreenBuild Ltd.,3693.41,Austin,Yes,2023-04-10
3233,Straw Bale,826,EarthInnovations,2275.88,Seattle,Yes,2023-01-13
3234,Recycled Plastic,756,PlasticCycle,2078.73,Houston,No,2023-10-19
3235,Recycled Plastic,922,Sustainable Works,2977.13,Los Angeles,Yes,2023-11-08
3236,Recycled Plastic,235,PlasticCycle,865.95,Houston,No,2023-07-25
3237,Recycled Plastic,696,Sustainable Works,1654.01,Houston,Yes,2023-11-14
3238,Bamboo Fiber,267,PlasticCycle,1285.88,Los Angeles,No,2023-05-13
3239,Recycled Plastic,435,EarthInnovations,1479.2,San Francisco,No,2023-12-10
3240,Recycled Plastic,466,NatureBricks,1325.04,Seattle,Yes,2023-08-12
3241,Recycled Plastic,854,PlasticCycle,3326.48,Miami,Yes,2023-06-02
3242,Recycled Plastic,565,NatureBricks,1848.99,Denver,Yes,2023-12-18
3243,Recycled Plastic,666,EarthInnovations,2143.17,Austin,Yes,2023-10-23
3244,Rammed Earth,130,PlasticCycle,408.31,Austin,No,2023-07-06
3245,Geopolymer,857,EarthInnovations,2410.11,Denver,Yes,2023-06-19
3246,Rammed Earth,649,Sustainable Works,1740.86,Austin,No,2023-04-25
3247,Straw Bale,809,Sustainable Works,3963.57,Austin,Yes,2023-07-27
3248,Bamboo Fiber,189,GreenBuild Ltd.,561.69,Houston,No,2023-12-07
3249,Straw Bale,402,PlasticCycle,1210.64,Denver,Yes,2023-11-07
3250,Rammed Earth,361,PlasticCycle,1088.27,Los Angeles,Yes,2023-05-25
3251,Straw Bale,350,EcoCement Co.,866.0,Miami,Yes,2023-06-07
3252,Geopolymer,158,GreenBuild Ltd.,343.05,San Francisco,No,2023-11-15
3253,Hempcrete,270,EcoCement Co.,1268.47,Chicago,No,2023-09-22
3254,Geopolymer,478,GreenBuild Ltd.,2104.55,Los Angeles,Yes,2023-12-21
3255,Geopolymer,229,GreenBuild Ltd.,702.3,Chicago,Yes,2023-08-17
3256,Recycled Plastic,579,NatureBricks,2403.24,Austin,No,2023-05-09
3257,Bamboo Fiber,965,EcoCement Co.,3387.6,Houston,Yes,2023-03-22
3258,Geopolymer,843,NatureBricks,2304.87,Boston,No,2023-09-10
3259,Hempcrete,494,EarthInnovations,1557.15,Chicago,Yes,2023-12-31
3260,Rammed Earth,794,EarthInnovations,2913.85,Los Angeles,No,2023-07-19
3261,Geopolymer,893,GreenBuild Ltd.,2326.86,Los Angeles,Yes,2023-05-02
3262,Rammed Earth,296,EarthInnovations,985.22,Los Angeles,Yes,2023-01-07
3263,Geopolymer,773,EcoCement Co.,2822.85,Austin,No,2023-01-21
3264,Bamboo Fiber,143,NatureBricks,302.5,Denver,Yes,2023-04-30
3265,Bamboo Fiber,402,NatureBricks,1993.86,Chicago,Yes,2023-05-19
3266,Geopolymer,135,GreenBuild Ltd.,453.8,Miami,Yes,2023-04-30
3267,Rammed Earth,260,Sustainable Works,1228.04,Houston,Yes,2023-10-12
3268,Recycled Plastic,682,NatureBricks,2152.62,Boston,No,2023-10-16
3269,Hempcrete,493,NatureBricks,1637.99,Miami,No,2023-12-05
3270,Bamboo Fiber,819,EcoCement Co.,3601.06,Houston,No,2023-10-31
3271,Recycled Plastic,705,GreenBuild Ltd.,1710.7,Los Angeles,Yes,2023-11-21
3272,Geopolymer,224,GreenBuild Ltd.,1044.91,San Francisco,Yes,2023-01-26
3273,Recycled Plastic,986,Sustainable Works,2265.74,Miami,Yes,2023-10-28
3274,Geopolymer,313,Sustainable Works,1112.39,New York,Yes,2023-10-23
3275,Rammed Earth,524,GreenBuild Ltd.,2112.1,Boston,No,2023-06-17
3276,Hempcrete,776,GreenBuild Ltd.,2116.82,Houston,No,2023-03-02
3277,Rammed Earth,675,Sustainable Works,1891.91,Los Angeles,No,2023-03-22
3278,Hempcrete,397,NatureBricks,1614.9,San Francisco,No,2023-05-04
3279,Straw Bale,905,NatureBricks,2022.1,Boston,Yes,2023-09-13
3280,Bamboo Fiber,695,PlasticCycle,1710.54,Denver,No,2023-02-12
3281,Straw Bale,693,Sustainable Works,1868.87,Houston,Yes,2023-06-09
3282,Bamboo Fiber,421,EarthInnovations,1256.59,Boston,No,2023-06-04
3283,Hempcrete,177,Sustainable Works,621.45,New York,Yes,2023-02-16
3284,Recycled Plastic,650,EarthInnovations,2785.79,Miami,No,2023-05-10
3285,Straw Bale,318,EcoCement Co.,755.85,Miami,No,2023-04-20
3286,Straw Bale,912,GreenBuild Ltd.,2500.58,Chicago,No,2023-01-18
3287,Geopolymer,160,GreenBuild Ltd.,392.87,Boston,Yes,2023-07-28
3288,Straw Bale,211,PlasticCycle,659.05,Los Angeles,No,2023-12-21
3289,Geopolymer,737,Sustainable Works,2534.25,New York,Yes,2023-11-02
3290,Straw Bale,360,EcoCement Co.,1364.96,New York,Yes,2023-04-11
3291,Geopolymer,152,PlasticCycle,455.57,Miami,No,2023-04-12
3292,Geopolymer,627,GreenBuild Ltd.,2514.65,Seattle,No,2023-07-28
3293,Bamboo Fiber,409,GreenBuild Ltd.,1100.83,New York,No,2023-10-03
3294,Hempcrete,957,GreenBuild Ltd.,3257.09,Houston,Yes,2023-09-06
3295,Geopolymer,916,NatureBricks,2807.38,Denver,Yes,2023-10-21
3296,Straw Bale,277,PlasticCycle,1010.02,San Francisco,No,2024-01-01
3297,Rammed Earth,702,EarthInnovations,1719.42,Austin,No,2023-04-25
3298,Recycled Plastic,896,Sustainable Works,1948.21,Houston,No,2023-08-01
3299,Straw Bale,594,NatureBricks,2218.66,New York,Yes,2023-12-14
3300,Bamboo Fiber,471,EarthInnovations,1686.6,San Francisco,Yes,2023-10-03
3301,Recycled Plastic,331,GreenBuild Ltd.,828.36,Seattle,No,2023-07-21
3302,Recycled Plastic,353,EcoCement Co.,1473.52,Denver,No,2023-06-01
3303,Geopolymer,545,EarthInnovations,2593.23,Austin,Yes,2023-04-25
3304,Straw Bale,452,GreenBuild Ltd.,1836.81,Austin,No,2023-07-11
3305,Straw Bale,129,PlasticCycle,302.93,New York,Yes,2023-12-12
3306,Geopolymer,689,GreenBuild Ltd.,1533.79,Miami,No,2023-01-01
3307,Hempcrete,464,Sustainable Works,1055.83,Miami,No,2023-02-28
3308,Bamboo Fiber,626,Sustainable Works,2563.86,Chicago,No,2023-04-06
3309,Straw Bale,889,EcoCement Co.,3575.24,Chicago,No,2023-04-03
3310,Rammed Earth,346,EcoCement Co.,767.41,Seattle,Yes,2023-04-17
3311,Hempcrete,939,EarthInnovations,3756.49,Miami,Yes,2023-03-27
3312,Geopolymer,843,Sustainable Works,2876.53,Houston,Yes,2023-10-30
3313,Straw Bale,207,NatureBricks,751.95,Denver,Yes,2023-06-13
3314,Hempcrete,152,PlasticCycle,614.8,Chicago,No,2023-04-11
3315,Geopolymer,167,EcoCement Co.,710.32,Denver,No,2023-08-25
3316,Hempcrete,491,GreenBuild Ltd.,1350.69,San Francisco,Yes,2023-03-12
3317,Bamboo Fiber,123,GreenBuild Ltd.,368.28,Houston,Yes,2023-10-27
3318,Recycled Plastic,304,GreenBuild Ltd.,1304.93,Boston,Yes,2023-12-24
3319,Bamboo Fiber,211,Sustainable Works,913.48,Houston,Yes,2023-02-22
3320,Straw Bale,989,NatureBricks,3796.01,New York,Yes,2023-02-21
3321,Recycled Plastic,914,EcoCement Co.,3702.51,San Francisco,Yes,2023-04-21
3322,Recycled Plastic,655,GreenBuild Ltd.,1373.99,Boston,No,2023-08-22
3323,Bamboo Fiber,146,Sustainable Works,309.65,Boston,No,2023-09-09
3324,Hempcrete,447,PlasticCycle,1901.18,Austin,Yes,2023-12-05
3325,Recycled Plastic,452,NatureBricks,1862.31,New York,Yes,2023-12-21
3326,Rammed Earth,909,GreenBuild Ltd.,3360.99,Austin,No,2023-03-29
3327,Hempcrete,362,PlasticCycle,1738.11,Denver,Yes,2023-02-28
3328,Hempcrete,232,EcoCement Co.,472.21,Chicago,Yes,2023-02-24
3329,Recycled Plastic,383,GreenBuild Ltd.,1582.68,Seattle,Yes,2023-02-09
3330,Recycled Plastic,801,NatureBricks,3894.27,Houston,No,2023-02-27
3331,Bamboo Fiber,480,EarthInnovations,1420.28,Los Angeles,No,2023-07-05
3332,Geopolymer,444,EcoCement Co.,1249.65,New York,Yes,2023-08-15
3333,Hempcrete,852,PlasticCycle,2164.28,Austin,Yes,2023-03-07
3334,Recycled Plastic,774,GreenBuild Ltd.,3744.63,Denver,Yes,2023-07-22
3335,Rammed Earth,848,GreenBuild Ltd.,2163.71,Los Angeles,No,2023-04-26
3336,Rammed Earth,914,PlasticCycle,3880.98,Austin,Yes,2023-06-30
3337,Geopolymer,285,GreenBuild Ltd.,778.56,Seattle,Yes,2023-03-14
3338,Geopolymer,973,NatureBricks,3935.68,Los Angeles,No,2023-11-16
3339,Hempcrete,370,Sustainable Works,1403.93,Seattle,Yes,2023-02-23
3340,Recycled Plastic,411,EcoCement Co.,1488.14,Denver,Yes,2023-11-02
3341,Bamboo Fiber,868,Sustainable Works,3459.59,New York,No,2023-04-18
3342,Geopolymer,406,GreenBuild Ltd.,1933.52,Seattle,Yes,2023-08-27
